time,open,high,low,close,GodModeAlert,Fast,Slow,High,Fib,Fib Green,Fib Red,EMA Long/Short,Fast,Slow,High,Fib,BBWP,God Buy,God Sell,Ultra Buy,Ultra Sell,Perfect Setup,BBWP,Extreme Hi,Extreme Lo,MA 1
1763081100,99357.13,99357.14,98726.64,98973.95,0,56.72015714819476,46.39070268776855,31.733464247884772,21.24847039170741,0,1,-1,56.72015714819476,46.39070268776855,31.733464247884772,21.24847039170741,-3.900000000000002,0,0,0,0,0,76.98412698412699,NaN,NaN,82.77777777777776
1763082000,98973.95,99146,98700,98941.99,0,48.686428776313385,46.01848025217219,31.64525486010978,17.46297481685742,0,1,-1,48.686428776313385,46.01848025217219,31.64525486010978,17.46297481685742,-4.199999999999999,0,0,0,0,0,75.39682539682539,NaN,NaN,79.76190476190473
1763082900,98942,99410,98792.28,99102.87,0,43.22176816239063,45.64115277297482,31.567289142747196,18.638516403054364,0,1,-1,43.22176816239063,45.64115277297482,31.567289142747196,18.638516403054364,-19.200000000000003,0,0,0,0,0,76.19047619047619,NaN,NaN,77.77777777777774
1763083800,99103.77,99555.33,99000,99225.55,0,40.09657631547137,45.12779215035777,31.576291211079084,21.224124316349485,0,1,-1,40.09657631547137,45.12779215035777,31.576291211079084,21.224124316349485,-22.5,0,0,0,0,0,76.98412698412699,NaN,NaN,76.74603174603172
1763084700,99225.55,99462,99176.97,99255.6,0,38.53991910638943,44.53879564444607,31.733443937492417,22.616774537105567,0,1,-1,38.53991910638943,44.53879564444607,31.733443937492417,22.616774537105567,-23.1,0,0,0,0,0,77.38095238095238,NaN,NaN,76.58730158730157
1763085600,99255.6,99578.94,99246,99488.75,0,39.581000537307276,44.21070559104399,32.21113030766929,25.01673222782102,0,1,-1,39.581000537307276,44.21070559104399,32.21113030766929,25.01673222782102,-22.8,0,0,0,0,0,76.19047619047619,NaN,NaN,76.42857142857142
1763086500,99488.75,99862.96,99488.75,99683.35,0,43.62742134827177,44.202699716144096,32.90438386843768,28.917119394247873,1,0,-1,43.62742134827177,44.202699716144096,32.90438386843768,28.917119394247873,-19.200000000000003,0,0,0,0,0,73.4126984126984,NaN,NaN,76.03174603174601
1763087400,99683.36,99866.02,99600,99821.44,0,49.47771928686544,44.315919087363625,33.76678063697118,31.950713330889737,1,0,-1,49.47771928686544,44.315919087363625,33.76678063697118,31.950713330889737,-16.5,0,0,0,0,0,67.85714285714286,NaN,NaN,74.36507936507934
1763088300,99821.45,99829.96,99460.12,99620,0,54.25287390977692,44.59406736505801,34.69158185605516,31.3730639399063,1,0,-1,54.25287390977692,44.59406736505801,34.69158185605516,31.3730639399063,-19.5,0,0,0,0,0,51.19047619047619,NaN,NaN,69.20634920634917
1763089200,99620.01,99649.87,99305.06,99349.21,0,56.59194653582155,44.7855704049525,35.43177273256691,27.0670912184528,0,1,-1,56.59194653582155,44.7855704049525,35.43177273256691,27.0670912184528,-21,0,0,0,0,0,47.22222222222222,NaN,NaN,63.174603174603135
1763090100,99349.22,99369.25,99044.58,99294.8,0,56.91702658040456,44.67472501069186,36.042513629060664,24.101793950137196,0,1,-1,56.91702658040456,44.67472501069186,36.042513629060664,24.101793950137196,-21.9,0,0,0,0,0,47.22222222222222,NaN,NaN,57.38095238095234
1763091000,99294.8,99326.4,98854.26,98912.23,0,53.74400935619606,43.87532330554749,36.298240466417816,20.117244133690097,0,1,-1,53.74400935619606,43.87532330554749,36.298240466417816,20.117244133690097,-16.5,0,0,0,0,0,53.17460317460318,NaN,NaN,53.33333333333329
1763091900,98912.23,99139.38,98805.23,99139.38,0,49.788118942109705,43.21719903789055,36.476037224502676,18.700065469970507,0,1,-1,49.788118942109705,43.21719903789055,36.476037224502676,18.700065469970507,-13.2,0,0,0,0,0,53.96825396825397,NaN,NaN,50.55555555555552
1763092800,99139.38,99178.58,98788.18,98916.48,0,44.343226525198375,42.431664648830946,36.44056654392787,18.738818586176972,0,1,-1,44.343226525198375,42.431664648830946,36.44056654392787,18.738818586176972,-12.600000000000001,0,0,0,0,0,53.96825396825397,NaN,NaN,51.11111111111107
1763093700,98916.49,99033.16,98806.19,98976.63,0,39.557037342302166,41.62922356628118,36.33324883625603,17.25480219497658,0,1,-1,39.557037342302166,41.62922356628118,36.33324883625603,17.25480219497658,-20.1,0,0,0,0,0,53.57142857142857,NaN,NaN,52.38095238095235
1763094600,98976.63,98976.63,96712.12,97579.56,0,35.28782142672379,40.17693832794999,35.78102797155812,15.799372657280006,0,1,-1,35.28782142672379,40.17693832794999,35.78102797155812,15.799372657280006,-2.1000000000000014,0,0,0,0,0,80.95238095238095,NaN,NaN,59.126984126984134
1763095500,97579.56,97978.06,97222.22,97823.98,0,32.47157052893306,38.83267330986494,35.179597468619235,15.739059075742798,0,1,-1,32.47157052893306,38.83267330986494,35.179597468619235,15.739059075742798,-0.3000000000000007,0,0,0,0,0,87.6984126984127,NaN,NaN,66.03174603174604
1763096400,97823.97,98037.39,97404.75,97464.75,0,30.508212329215006,37.03986467615481,34.34360540552763,15.671144868078994,0,1,-1,30.508212329215006,37.03986467615481,34.34360540552763,15.671144868078994,0,0,0,0,0,0,92.46031746031747,NaN,NaN,73.73015873015873
1763097300,97464.75,97859.57,97268,97268,0,28.068862091412303,34.87508859221093,33.340003745170435,12.49197907922645,0,1,-1,28.068862091412303,34.87508859221093,33.340003745170435,12.49197907922645,0,0,0,0,0,0,94.84126984126983,NaN,NaN,81.9047619047619
1763098200,97267.38,97618,97020.49,97289.78,0,26.358757478195827,32.4969498097957,32.235675933184076,11.64354787441017,0,1,-1,26.358757478195827,32.4969498097957,32.235675933184076,11.64354787441017,-0.3000000000000007,0,0,0,0,0,96.03174603174604,NaN,NaN,90.39682539682539
1763099100,97289.77,97666,97182,97523.98,1,26.237115080636304,30.73240609962007,31.498235538263945,14.592896203085967,0,1,-1,26.237115080636304,30.73240609962007,31.498235538263945,14.592896203085967,-3.6000000000000014,0,0,0,0,0,94.44444444444444,NaN,NaN,93.0952380952381
1763100000,97523.98,97523.98,96976.22,97135.39,1,25.484412822474944,29.105087509906316,30.839813328791717,13.101185665098978,0,1,-1,25.484412822474944,29.105087509906316,30.839813328791717,13.101185665098978,-21,0,0,0,0,0,93.25396825396825,NaN,NaN,94.2063492063492
1763100900,97135.4,97149.67,96820.19,96989.22,1,23.76168662193939,27.50445109104851,30.171754714687054,7.616972748393454,0,1,-1,23.76168662193939,27.50445109104851,30.171754714687054,7.616972748393454,-18.3,0,0,0,0,0,91.66666666666666,NaN,NaN,94.04761904761905
1763101800,96989.22,97093.34,96719.74,96769.2,1,21.878809206886984,26.18512624462401,29.523525588598822,3.821971824505237,0,1,-1,21.878809206886984,26.18512624462401,29.523525588598822,3.821971824505237,-19.5,0,0,0,0,0,91.26984126984127,NaN,NaN,93.33333333333333
1763102700,96769.21,97616.5,95933.75,97569.13,1,23.858215015667035,25.984094530925276,29.424372315903806,17.518261093657312,0,1,-1,23.858215015667035,25.984094530925276,29.424372315903806,17.518261093657312,-18,0,0,0,0,0,89.68253968253968,NaN,NaN,92.06349206349206
1763103600,97569.13,97742.85,96909.37,97383.98,1,27.09779422330257,26.339781309494768,29.53199696548841,32.69890681414023,0,1,-1,27.09779422330257,26.339781309494768,29.53199696548841,32.69890681414023,-17.4,0,0,1,0,1,84.12698412698413,NaN,NaN,90
