time,open,high,low,close,BBWP,Extreme Hi,Extreme Lo,MA 1,GodModeAlert,Fast,Slow,High,Fib,Fib Green,Fib Red,EMA Long/Short,Fast,Slow,High,Fib,BBWP,God Buy,God Sell,Ultra Buy,Ultra Sell,Perfect Setup
1761472800,112528.82,113466.23,112189.33,113286.09,23.809523809523807,NaN,NaN,6.349206349206349,0,65.32344550129544,68.36326142574768,63.58739262627432,96.62255365128809,1,0,1,65.32344550129544,68.36326142574768,63.58739262627432,96.62255365128809,-8.100000000000001,0,0,0,0,0
1761480000,113286.09,114000,113279.85,113711.53,47.22222222222222,NaN,NaN,15.714285714285714,0,69.08153115346124,69.82568065934382,64.62156908386922,96.7085044006592,1,0,1,69.08153115346124,69.82568065934382,64.62156908386922,96.7085044006592,-5.699999999999999,0,0,0,0,0
1761487200,113711.53,113885.27,113425.87,113694.97,59.523809523809526,NaN,NaN,27.61904761904762,0,74.35626126115254,71.503298523119,65.85608850822837,95.9533962153516,1,0,1,74.35626126115254,71.503298523119,65.85608850822837,95.9533962153516,-5.400000000000002,0,0,0,0,0
1761494400,113694.97,113761.98,113290.62,113442.13,61.50793650793651,NaN,NaN,39.84126984126984,0,77.87610501567193,73.00405530623539,67.07677118220121,94.11657218909338,1,0,1,77.87610501567193,73.00405530623539,67.07677118220121,94.11657218909338,-6.300000000000001,0,0,0,0,0
1761501600,113442.14,113793.93,113442.13,113585.99,61.904761904761905,NaN,NaN,50.7936507936508,-1,80.24963909640341,74.2211718560649,68.20320750168145,93.37352437030489,1,0,1,80.24963909640341,74.2211718560649,68.20320750168145,93.37352437030489,-8.400000000000002,0,0,0,0,0
1761508800,113585.98,113590.48,112901,113497.06,61.904761904761905,NaN,NaN,58.41269841269841,-1,80.83950761747154,75.15521071165803,69.11277587500376,93.74804828924458,1,0,1,80.83950761747154,75.15521071165803,69.11277587500376,93.74804828924458,-19.200000000000003,0,0,0,0,0
1761516000,113497.06,115466.8,113497.06,114559.4,64.68253968253968,NaN,NaN,61.904761904761905,-1,80.92643426043341,75.95079201026525,69.97276000462548,91.41523535247578,1,0,1,80.92643426043341,75.95079201026525,69.97276000462548,91.41523535247578,-19.200000000000003,0,0,0,0,0
1761523200,114559.41,115388.96,114362.26,115284.01,69.44444444444444,NaN,NaN,63.88888888888889,-1,81.51061591789042,76.99270323224357,70.88208720518294,93.80581606366275,1,0,1,81.51061591789042,76.99270323224357,70.88208720518294,93.80581606366275,-10.2,0,0,0,0,0
1761530400,115284.01,115445.39,114815.6,114958.51,71.42857142857143,NaN,NaN,65.87301587301587,-1,81.74529109809909,78.17338632832369,71.72152185324833,96.07345817268184,1,0,1,81.74529109809909,78.17338632832369,71.72152185324833,96.07345817268184,-8.400000000000002,0,0,0,0,0
1761537600,114958.52,115652.89,114938.01,115556.57,68.65079365079364,NaN,NaN,67.22222222222223,-1,82.69563971481753,79.35499839953313,72.55536951254676,96.57609186120187,1,0,1,82.69563971481753,79.35499839953313,72.55536951254676,96.57609186120187,-6.600000000000001,0,0,0,0,0
1761544800,115556.56,116400,115361.65,115554.6,65.87301587301587,NaN,NaN,68.01587301587303,-1,83.20340006445907,80.28720520144425,73.28836404591212,95.12124849510286,1,0,1,83.20340006445907,80.28720520144425,73.28836404591212,95.12124849510286,-7.800000000000001,0,0,0,0,0
1761552000,115554.59,115607.48,114814.69,115254.01,59.523809523809526,NaN,NaN,66.98412698412699,-1,82.37739146631509,80.47294241944957,73.78055533729713,89.77023232589941,1,0,1,82.37739146631509,80.47294241944957,73.78055533729713,89.77023232589941,-10.2,0,0,0,0,0
1761559200,115254.01,115550.02,115120.9,115362.02,56.34920634920635,NaN,NaN,64.36507936507937,-1,80.98680908484576,80.2136828912384,74.12052762145663,88.63987583100246,1,0,1,80.98680908484576,80.2136828912384,74.12052762145663,88.63987583100246,-23.1,0,0,0,0,0
1761566400,115362.02,115437.48,114566.83,115264.28,53.57142857142857,NaN,NaN,60.7936507936508,-1,78.65046427146436,79.82246525595096,74.3948468602683,88.14637543685616,1,0,1,78.65046427146436,79.82246525595096,74.3948468602683,88.14637543685616,-27,0,0,0,1,0
1761573600,115264.29,115358,114503.99,114969.68,49.2063492063492,NaN,NaN,56.904761904761905,-1,74.75951385892662,79.00366894535024,74.51048414025122,85.04586815585333,1,0,1,74.75951385892662,79.00366894535024,74.51048414025122,85.04586815585333,-26.1,0,1,0,0,0
1761580800,114969.68,115706.06,114872.12,115706.06,47.22222222222222,NaN,NaN,53.17460317460318,0,71.78067757731233,78.48796255709416,74.70852688080987,87.11593849635679,1,0,1,71.78067757731233,78.48796255709416,74.70852688080987,87.11593849635679,-26.1,0,0,0,1,0
1761588000,115706.06,115790,114790.81,114942.64,33.33333333333333,NaN,NaN,47.93650793650794,0,68.00361612727684,77.56896546016965,74.71009799968681,86.24376205351686,1,0,1,68.00361612727684,77.56896546016965,74.71009799968681,86.24376205351686,-25.5,0,0,0,1,0
1761595200,114942.64,114942.64,114135.61,114302.7,24.6031746031746,NaN,NaN,41.58730158730158,0,62.86796358180606,75.96488275884882,74.4093384778999,76.96051997075551,1,0,1,62.86796358180606,75.96488275884882,74.4093384778999,76.96051997075551,-20.4,0,0,0,0,0
1761602400,114302.69,114585.01,113830.01,114107.65,14.285714285714285,NaN,NaN,33.73015873015873,0,57.16620896378185,74.00200423255009,73.89587093481609,71.54854373966197,1,0,1,57.16620896378185,74.00200423255009,73.89587093481609,71.54854373966197,-14.700000000000001,0,0,0,0,0
1761609600,114107.65,114547.2,113788.32,114424.76,15.476190476190476,NaN,NaN,26.98412698412698,0,52.73720009751598,71.91342495299138,73.40751495030244,72.33967395531397,1,0,1,52.73720009751598,71.91342495299138,73.40751495030244,72.33967395531397,-14.700000000000001,0,0,0,0,0
1761616800,114424.76,114474.1,113569.91,113908.24,25,NaN,NaN,22.539682539682538,0,47.7328368114375,69.30175274363432,72.76342704145713,70.96849903502252,1,0,1,47.7328368114375,69.30175274363432,72.76342704145713,70.96849903502252,-13.2,0,0,0,0,0
1761624000,113908.25,114076.91,113483.3,113605.31,33.33333333333333,NaN,NaN,22.539682539682538,0,41.30406538857399,66.32020031211471,72.0224766992276,63.97497882500011,1,0,1,41.30406538857399,66.32020031211471,72.0224766992276,63.97497882500011,-10.8,0,0,0,0,0
1761631200,113605.32,114364.99,113605.32,114188.37,32.142857142857146,NaN,NaN,24.047619047619044,0,38.00141595337964,63.97655366923839,71.47129733964047,64.53804655801613,1,0,1,38.00141595337964,63.97655366923839,71.47129733964047,64.53804655801613,-20.4,0,0,0,0,0
1761638400,114188.38,114634.46,114113.3,114528.6,26.58730158730159,NaN,NaN,26.507936507936506,0,37.85194406874419,62.30652766565193,71.02977505596645,71.0781133123286,1,0,1,37.85194406874419,62.30652766565193,71.02977505596645,71.0781133123286,-24.6,0,0,0,0,0
1761645600,114528.61,114673.68,114297.06,114357.73,25,NaN,NaN,28.41269841269841,0,38.87207020247064,60.81837054169929,70.51718928080686,71.90764856646504,1,0,1,38.87207020247064,60.81837054169929,70.51718928080686,71.90764856646504,-24.3,0,0,0,0,0
1761652800,114357.72,115522.91,114138.06,115522.9,25.793650793650798,NaN,NaN,28.571428571428573,0,42.79930641324553,60.36323080068345,70.32775520508316,78.61806082947243,1,0,1,42.79930641324553,60.36323080068345,70.32775520508316,78.61806082947243,-13.2,0,0,0,0,0
1761660000,115522.91,116086,114223.63,114641.38,23.809523809523807,NaN,NaN,26.666666666666668,0,46.438248650811616,59.930230894643316,70.08261034355849,80.33041840360957,1,0,1,46.438248650811616,59.930230894643316,70.08261034355849,80.33041840360957,-12.600000000000001,0,0,0,0,0
1761667200,114641.38,115591.41,114530,115290,25.396825396825395,NaN,NaN,25.317460317460316,0,51.113360726998266,59.59124923988456,69.9558438061117,78.59235610799425,1,0,1,51.113360726998266,59.59124923988456,69.9558438061117,78.59235610799425,-11.400000000000002,0,0,0,0,0
1761674400,115289.99,115366.45,113566.44,113689.99,23.015873015873016,NaN,NaN,24.6031746031746,0,51.70629309858432,58.390089156838485,69.39421722468555,71.49242013794057,1,0,1,51.70629309858432,58.390089156838485,69.39421722468555,71.49242013794057,-12,0,0,0,0,0
1761681600,113689,113703.32,112211,112994.4,31.746031746031743,NaN,NaN,25.952380952380953,0,50.025869325676524,56.822043968598805,68.46912204265732,54.361051285151206,0,1,1,50.025869325676524,56.822043968598805,68.46912204265732,54.361051285151206,-6,0,0,0,0,0
1761688800,112994.41,113289.02,112779.57,112898.45,42.857142857142854,NaN,NaN,29.36507936507936,0,46.57533903462022,54.865954076543055,67.25746844443161,48.45402754332467,0,1,1,46.57533903462022,54.865954076543055,67.25746844443161,48.45402754332467,-4.199999999999999,0,0,0,0,0
1761696000,112898.44,112975.75,112100,112500.03,57.14285714285714,NaN,NaN,36.031746031746025,0,40.71417361494328,52.530917439893514,65.79486552553647,44.7646936786473,0,1,1,40.71417361494328,52.530917439893514,65.79486552553647,44.7646936786473,-3.3000000000000007,0,0,0,0,0
1761703200,112500.03,112780,112339.77,112523.49,60.317460317460316,NaN,NaN,43.01587301587301,0,35.11983268412585,50.2039140235563,64.20171434979437,41.96648054698596,0,1,1,35.11983268412585,50.2039140235563,64.20171434979437,41.96648054698596,-4.199999999999999,0,0,0,0,0
1761710400,112523.49,113379,112505.58,113039.1,62.301587301587304,NaN,NaN,50.873015873015866,0,30.623783273055615,48.57159820499214,62.75765354590604,45.62048110413644,0,1,1,30.623783273055615,48.57159820499214,62.75765354590604,45.62048110413644,-5.400000000000002,0,0,0,0,0
1761717600,113039.09,113577.9,112976.93,113577.9,63.095238095238095,NaN,NaN,57.14285714285713,0,30.793366107843163,47.58162423974197,61.71457334561884,51.91495843949316,0,1,1,30.793366107843163,47.58162423974197,61.71457334561884,51.91495843949316,-18.9,0,0,0,0,0
1761724800,113577.9,113624.12,112768.63,112974.44,64.28571428571429,NaN,NaN,61.42857142857142,0,31.187869119542604,46.29329532332569,60.71483853491709,48.44293151359068,0,1,1,31.187869119542604,46.29329532332569,60.71483853491709,48.44293151359068,-23.4,0,0,0,0,0
1761732000,112974.44,113240.72,112732.91,113132.36,63.888888888888886,NaN,NaN,62.777777777777786,0,32.86463015241619,45.19152447420619,59.86063904391983,42.549999470045584,0,1,1,32.86463015241619,45.19152447420619,59.86063904391983,42.549999470045584,-23.1,0,0,0,0,0
1761739200,113132.35,113643.73,112705,112873.07,62.301587301587304,NaN,NaN,63.17460317460317,0,34.696622166262365,43.53496207505925,59.01133916983207,40.68095070139727,0,1,1,34.696622166262365,43.53496207505925,59.01133916983207,40.68095070139727,-22.8,0,0,0,0,0
1761746400,112873.08,112916,111401.5,111509.74,59.12698412698413,NaN,NaN,62.539682539682545,0,34.47941069395578,41.30297239511464,57.80799162083106,24.34369240784073,0,1,1,34.47941069395578,41.30297239511464,57.80799162083106,24.34369240784073,-11.400000000000002,0,0,0,0,0
1761753600,111509.74,111922.44,110960,111883.49,57.936507936507944,NaN,NaN,61.507936507936506,0,33.66329863964836,38.75065491650649,56.44485714509434,13.623024274657414,0,1,1,33.66329863964836,38.75065491650649,56.44485714509434,13.623024274657414,-8.400000000000002,0,0,0,0,0
1761760800,111883.5,112030.23,109200,110640,53.57142857142857,NaN,NaN,59.36507936507936,0,31.789204738141855,36.75366421514543,54.94194352535645,18.48795955882358,0,1,1,31.789204738141855,36.75366421514543,54.94194352535645,18.48795955882358,-3.6000000000000014,0,0,0,0,0
1761768000,110640,111800,110403.28,111617.26,51.19047619047619,NaN,NaN,56.82539682539682,0,31.570388420789847,35.64433647095336,53.68316436762074,26.786527777777746,0,1,-1,31.570388420789847,35.64433647095336,53.68316436762074,26.786527777777746,-5.100000000000001,0,0,0,0,0
1761775200,111617.26,111618.46,109733.22,110021.29,65.47619047619048,NaN,NaN,57.460317460317455,0,30.03157523948574,34.34005301535002,52.221201167755545,22.48993055555548,0,1,-1,30.03157523948574,34.34005301535002,52.221201167755545,22.48993055555548,-3,0,0,0,0,0
1761782400,110021.3,110725.64,109703.43,110460.76,67.46031746031747,NaN,NaN,59.12698412698412,0,29.58026836426673,33.57047125067169,50.854814098550094,14.458680555555478,0,1,-1,29.58026836426673,33.57047125067169,50.854814098550094,14.458680555555478,-4.5,0,0,0,0,0
1761789600,110460.75,111011.99,110331.04,110751.47,69.44444444444444,NaN,NaN,61.42857142857142,0,30.80330871668708,33.11085603124888,49.633911748748716,19.529374999999977,0,1,-1,30.80330871668708,33.11085603124888,49.633911748748716,19.529374999999977,-9.900000000000002,0,0,0,0,0
1761796800,110751.48,110761.43,107925.06,110248.29,73.01587301587301,NaN,NaN,65.31746031746032,0,32.290529279336624,32.78050554974962,48.60755039025955,24.480565940584814,0,1,-1,32.290529279336624,32.78050554974962,48.60755039025955,24.480565940584814,-9,0,0,0,0,0
1761804000,110248.28,111592,109978.01,111366.72,69.84126984126983,NaN,NaN,69.04761904761904,0,35.33624914060804,32.7161232044622,47.81482720470799,34.01139123108835,0,1,-1,35.33624914060804,32.7161232044622,47.81482720470799,34.01139123108835,-14.100000000000001,0,0,0,0,0
1761811200,111366.72,111467.01,110125.17,110171.69,64.68253968253968,NaN,NaN,68.88888888888889,0,37.066721510998875,32.71190470395422,46.942477147426715,33.55947062752072,0,1,-1,37.066721510998875,32.71190470395422,46.942477147426715,33.55947062752072,-11.7,0,0,1,0,0
1761818400,110171.68,110231.92,109692.3,109717.29,64.28571428571429,NaN,NaN,68.25396825396824,0,38.84310309348269,32.56567406560717,45.97571454208929,23.82825129145458,0,1,-1,38.84310309348269,32.56567406560717,45.97571454208929,23.82825129145458,-15.600000000000001,0,0,0,0,0
1761825600,109717.19,109777.93,107400,107627.16,74.20634920634922,NaN,NaN,69.20634920634919,0,37.88104803381226,31.67473036375537,44.38180203090501,11.83570317665966,0,1,-1,37.88104803381226,31.67473036375537,44.38180203090501,11.83570317665966,-0.6000000000000014,0,0,0,0,0
1761832800,107627.15,108374.21,107328,107711.56,77.38095238095238,NaN,NaN,70.07936507936508,0,35.838114174007856,31.00032987328457,42.70828143710127,3.375977072310416,0,1,-1,35.838114174007856,31.00032987328457,42.70828143710127,3.375977072310416,-0.3000000000000007,0,0,0,0,0
1761840000,107711.56,108214.85,106801,107486.69,81.74603174603175,NaN,NaN,72.46031746031744,0,32.4061981410006,30.02719276874344,40.781982883262046,5.68565120503256,0,1,-1,32.4061981410006,30.02719276874344,40.781982883262046,5.68565120503256,0,0,0,0,0,0
1761847200,107486.69,107556.65,106304.34,106536.39,87.3015873015873,NaN,NaN,76.98412698412696,0,27.26853524587675,28.772565398809277,38.925866340866385,4.720930347769045,0,1,-1,27.26853524587675,28.772565398809277,38.925866340866385,4.720930347769045,0,0,0,0,0,0
1761854400,106536.39,107950,106316.17,107907.68,88.09523809523809,NaN,NaN,81.74603174603173,1,24.53700264911977,27.77422385298023,37.5455973367922,9.08999510680827,0,1,-1,24.53700264911977,27.77422385298023,37.5455973367922,9.08999510680827,-0.9000000000000021,0,0,0,0,0
1761861600,107907.67,108334.53,107472,108322.88,84.92063492063492,NaN,NaN,83.88888888888887,1,24.254761367788166,27.637143509857168,36.58804910361323,17.93780693882324,0,1,-1,24.254761367788166,27.637143509857168,36.58804910361323,17.93780693882324,-3.3000000000000007,0,0,0,0,0
1761868800,108322.87,110042.16,108275.28,109619.77,84.12698412698413,NaN,NaN,85.23809523809521,0,28.120933356329516,28.382815500495834,36.20244008764384,26.417143604281517,0,1,-1,28.120933356329516,28.382815500495834,36.20244008764384,26.417143604281517,-3.900000000000002,0,0,0,0,0
1761876000,109619.77,109685.32,108565.26,109227.86,80.15873015873017,NaN,NaN,84.92063492063491,0,33.37561660426948,29.33118102618034,36.03071093613529,30.89916855361616,0,1,-1,33.37561660426948,29.33118102618034,36.03071093613529,30.89916855361616,-2.1000000000000014,0,0,1,0,0
1761883200,109227.87,110215,109114.88,109899.15,77.77777777777779,NaN,NaN,83.01587301587298,0,40.429451520166985,30.710935716139343,36.12139405728658,32.282832425022235,0,1,-1,40.429451520166985,30.710935716139343,36.12139405728658,32.282832425022235,-1.2000000000000028,0,0,1,0,0
1761890400,109899.15,109968.71,109266.58,109449.31,76.19047619047619,NaN,NaN,80.63492063492063,0,47.11017092031605,31.67127704241601,36.067972366369794,33.37959083408117,0,1,-1,47.11017092031605,31.67127704241601,36.067972366369794,33.37959083408117,-1.5,0,0,0,0,0
1761897600,109449.32,110450,109214.13,109848.39,66.26984126984127,NaN,NaN,76.90476190476188,0,52.97822576196114,32.894491361067345,36.11268252464062,33.12819568012395,0,1,-1,52.97822576196114,32.894491361067345,36.11268252464062,33.12819568012395,-7.5,0,0,0,0,0
1761904800,109848.39,110550,109461.53,110415.61,68.25396825396825,NaN,NaN,73.7301587301587,0,58.350071927650674,34.526924356567754,36.22131544088974,37.91391548447553,0,1,-1,58.350071927650674,34.526924356567754,36.22131544088974,37.91391548447553,-12.3,0,0,0,0,0
1761912000,110415.62,110681,109366.91,110157.54,70.23809523809523,NaN,NaN,71.74603174603172,0,61.897741777871516,36.691554747970315,36.354812013387885,39.44501894873639,0,1,-1,61.897741777871516,36.691554747970315,36.354812013387885,39.44501894873639,-21.3,0,0,0,0,0
1761919200,110157.54,111190,109590.46,110202.9,70.23809523809523,NaN,NaN,70.23809523809521,0,64.2554530810804,39.025786216815355,36.67126651493402,38.39154646650141,1,0,-1,64.2554530810804,39.025786216815355,36.67126651493402,38.39154646650141,-20.1,0,0,0,0,0
1761926400,110202.9,110300,108635,109299.98,65.47619047619048,NaN,NaN,68.09523809523806,0,63.432993712493854,40.8938481440352,36.79469779485079,34.144374909614605,0,1,-1,63.432993712493854,40.8938481440352,36.79469779485079,34.144374909614605,-21.3,0,0,0,0,0
1761933600,109299.98,110237.66,108974.76,109828.78,59.92063492063492,NaN,NaN,66.82539682539678,0,62.4193079295293,42.867304317969506,36.98632085262577,32.29149951563345,0,1,-1,62.4193079295293,42.867304317969506,36.98632085262577,32.29149951563345,-21,0,0,0,0,0
1761940800,109828.78,109828.79,109329.15,109558.48,33.33333333333333,NaN,NaN,59.8412698412698,0,60.153695078418366,44.31524009775221,36.96092019877082,34.08910756183025,0,1,-1,60.153695078418366,44.31524009775221,36.96092019877082,34.08910756183025,-22.5,0,0,0,0,0
1761948000,109558.48,109801.89,109483.66,109608.01,18.253968253968253,NaN,NaN,49.444444444444414,0,57.27445602447312,45.505736261514436,37.0837946351964,33.52094634244084,0,1,-1,57.27445602447312,45.505736261514436,37.0837946351964,33.52094634244084,-21,0,0,0,0,0
1761955200,109608.01,110048,109394.81,109734.11,8.333333333333332,NaN,NaN,37.063492063492035,0,54.75627886850856,46.32224484563095,37.234254265616975,34.418697848831385,0,1,-1,54.75627886850856,46.32224484563095,37.234254265616975,34.418697848831385,-24.3,0,0,0,0,0
1761962400,109734.1,110315.54,109478.09,110226.37,8.73015873015873,NaN,NaN,25.714285714285683,0,54.56905168425496,47.43115158426924,37.55369295518286,37.5795110441377,0,1,-1,54.56905168425496,47.43115158426924,37.55369295518286,37.5795110441377,-23.4,0,0,0,0,0
1761969600,110226.38,110564.49,110050,110140.79,7.936507936507936,NaN,NaN,15.317460317460291,0,55.593643932821216,48.40377044662662,37.878249104875266,39.65829930707055,1,0,-1,55.593643932821216,48.40377044662662,37.878249104875266,39.65829930707055,-23.7,0,0,0,0,0
1761976800,110140.78,110251.67,109933.86,110071.4,8.333333333333332,NaN,NaN,10.317460317460316,0,56.5990402833942,49.39999030423386,38.06785475130842,38.86615359765108,1,0,-1,56.5990402833942,49.39999030423386,38.06785475130842,38.86615359765108,-25.5,0,0,0,0,0
1761984000,110071.4,110270.9,109970.18,109991.29,7.936507936507936,NaN,NaN,8.253968253968253,0,57.65209652018751,50.2741374134705,38.328616484241515,38.101968377555515,1,0,-1,57.65209652018751,50.2741374134705,38.328616484241515,38.101968377555515,-24.9,0,0,0,0,0
1761991200,109991.29,110238.78,109854.72,110137.59,8.333333333333332,NaN,NaN,8.253968253968253,0,59.05205253275638,50.91129442157924,38.6918647223405,38.440305633195166,0,1,-1,59.05205253275638,50.91129442157924,38.6918647223405,38.440305633195166,-26.7,0,0,0,0,0
1761998400,110137.59,110200,109702.66,109946.27,6.349206349206349,NaN,NaN,7.777777777777777,0,58.965339933619276,51.25790987176475,39.239729878994815,38.21018109400657,0,1,-1,58.965339933619276,51.25790987176475,39.239729878994815,38.21018109400657,-27.6,0,0,0,0,0
1762005600,109946.26,110348,109728.94,110310.65,7.936507936507936,NaN,NaN,7.777777777777777,0,59.37685450029575,51.663529625239846,39.95961624390563,39.094795770861,0,1,-1,59.37685450029575,51.663529625239846,39.95961624390563,39.094795770861,-28.8,0,0,0,0,0
1762012800,110310.65,110529.99,110192,110208.97,8.333333333333332,NaN,NaN,7.777777777777777,0,59.787262661646636,52.27088821064122,40.73319198011937,40.43761488336335,1,0,-1,59.787262661646636,52.27088821064122,40.73319198011937,40.43761488336335,-28.8,0,0,0,0,0
1762020000,110208.96,110361.03,110193.43,110299.99,5.158730158730158,NaN,NaN,7.222222222222221,0,60.85127175752328,52.88605866972668,41.60729835288687,40.383125154626164,1,0,-1,60.85127175752328,52.88605866972668,41.60729835288687,40.383125154626164,-27.9,0,0,0,0,0
1762027200,110300,110516.17,109858.44,109862.85,5.158730158730158,NaN,NaN,6.587301587301587,0,59.83017777189304,53.17714951668118,42.283050232843436,38.61389580091731,0,1,-1,59.83017777189304,53.17714951668118,42.283050232843436,38.61389580091731,-26.4,0,0,0,0,0
1762034400,109862.85,110144.49,109862.84,110098.1,3.571428571428571,NaN,NaN,6.031746031746032,0,59.115354138623594,53.52927279402979,42.92344802418792,37.58191349934478,0,1,-1,59.115354138623594,53.52927279402979,42.92344802418792,37.58191349934478,-26.4,0,0,0,0,0
1762041600,110098.1,110127.26,109895.27,109978.01,0.7936507936507936,NaN,NaN,4.603174603174603,0,57.851826728844074,53.68891394365521,43.34579622734603,38.17056614112536,0,1,-1,57.851826728844074,53.68891394365521,43.34579622734603,38.17056614112536,-25.8,0,0,0,0,0
1762048800,109978.01,110263.91,109879.39,110053.23,0.7936507936507936,NaN,NaN,3.095238095238096,0,55.86391846193908,53.69269516238251,43.73804596826993,37.941208342960174,0,1,-1,55.86391846193908,53.69269516238251,43.73804596826993,37.941208342960174,-26.4,0,0,0,0,0
1762056000,110053.22,110784.13,110030.06,110497.98,1.984126984126984,NaN,NaN,2.46031746031746,0,55.718795680224304,53.978730686528436,44.17776188279876,41.740693800699816,1,0,-1,55.718795680224304,53.978730686528436,44.17776188279876,41.740693800699816,-24.6,0,0,0,0,0
1762063200,110497.98,111045.09,110274.9,110895.53,7.936507936507936,NaN,NaN,3.015873015873016,0,57.461848237810216,54.85124897966948,44.83411990659597,47.909635685502664,1,0,-1,57.461848237810216,54.85124897966948,44.83411990659597,47.909635685502664,-19.200000000000003,0,0,0,0,0
1762070400,110895.53,111037.94,110525.89,110714,11.904761904761903,NaN,NaN,4.682539682539682,0,60.21155990094234,55.79927839775458,45.482540107329825,55.13090103344996,1,0,-1,60.21155990094234,55.79927839775458,45.482540107329825,55.13090103344996,-17.1,0,0,0,0,0
1762077600,110714,111229.78,110346.15,111196.99,16.666666666666664,NaN,NaN,7.857142857142856,0,64.15606385787193,57.1708221963933,46.20857175302224,63.13055597091588,1,0,-1,64.15606385787193,57.1708221963933,46.20857175302224,63.13055597091588,-13.8,0,0,0,0,0
1762084800,111196.99,111250.01,110173.84,110568.65,17.063492063492063,NaN,NaN,11.111111111111109,0,66.5211829044721,58.172464840167784,46.81808400732887,62.382296076376974,1,0,-1,66.5211829044721,58.172464840167784,46.81808400732887,62.382296076376974,-14.4,0,0,0,0,0
1762092000,110568.65,110667.62,110096.32,110117.48,15.079365079365079,NaN,NaN,13.73015873015873,0,65.52015192916083,58.23550205905893,47.185215622085906,55.02807454025469,1,0,-1,65.52015192916083,58.23550205905893,47.185215622085906,55.02807454025469,-16.200000000000003,0,0,0,0,0
1762099200,110117.49,110263.91,109735.59,110190.4,15.476190476190476,NaN,NaN,15.238095238095235,0,62.38295739345381,57.85725524651732,47.52435045836139,52.45122551056694,1,0,-1,62.38295739345381,57.85725524651732,47.52435045836139,52.45122551056694,-18.6,0,0,0,0,0
