time,open,high,low,close,GodModeAlert,Fast,Slow,High,Fib,Fib Green,Fib Red,EMA Long/Short,BBWP,Extreme Hi,Extreme Lo,MA 1,Fast,Slow,High,Fib,BBWP,God Buy,God Sell,Ultra Buy,Ultra Sell,Perfect Setup
1759737600,123390.47,124531.66,123390.46,124215,0,58.160502687113436,74.58986106233742,77.76627523912721,88.55033219138167,1,0,1,51.587301587301596,NaN,NaN,47.61904761904766,58.160502687113436,74.58986106233742,77.76627523912721,88.55033219138167,-21,0,0,0,0,0
1759752000,124215,125408.29,124178,125000,0,60.114909050935324,74.72715504974613,77.67851659002878,93.36931182065443,1,0,1,57.53968253968254,NaN,NaN,50.71428571428576,60.114909050935324,74.72715504974613,77.67851659002878,93.36931182065443,-13.8,0,0,0,0,0
1759766400,125000,126199.63,124800,125410.81,0,63.40025757349753,75.13329487510273,77.67536729545225,95.53692392196179,1,0,1,59.92063492063492,NaN,NaN,53.57142857142861,63.40025757349753,75.13329487510273,77.67536729545225,95.53692392196179,-11.100000000000001,0,0,0,0,0
1759780800,125410.8,125534,124511.15,124658.54,0,65.11633172029163,75.15266252544616,77.57612232903014,93.15120719780072,1,0,1,53.57142857142857,NaN,NaN,54.20634920634925,65.11633172029163,75.15266252544616,77.57612232903014,93.15120719780072,-15,0,0,0,0,0
1759795200,124658.54,125082.27,124101.26,124329.74,0,65.55438766701232,74.74380917389878,77.45718138992764,89.97339155913937,1,0,1,41.66666666666667,NaN,NaN,52.85714285714289,65.55438766701232,74.74380917389878,77.45718138992764,89.97339155913937,-17.1,0,0,0,0,0
1759809600,124329.74,124654.47,123567.6,123667.99,0,64.11880654338498,73.7299685164293,77.19950241359112,87.06166032908398,1,0,1,42.46031746031746,NaN,NaN,51.03174603174607,64.11880654338498,73.7299685164293,77.19950241359112,87.06166032908398,-15.9,0,0,0,0,0
1759824000,123668,124509.6,123322.9,124453.38,0,62.25362265881893,72.92699240545721,76.8873574441414,87.42510129550067,1,0,1,40.87301587301587,NaN,NaN,47.69841269841274,62.25362265881893,72.92699240545721,76.8873574441414,87.42510129550067,-21.6,0,0,0,0,0
1759838400,124453.37,125126,121172.89,121846.01,0,56.88508925832262,71.1536803144175,76.00330486891467,82.06937360226316,1,0,1,59.92063492063492,NaN,NaN,47.69841269841274,56.88508925832262,71.1536803144175,76.00330486891467,82.06937360226316,-7.800000000000001,0,0,0,0,0
1759852800,121846.01,122084.14,120574.94,121637.17,0,50.450916728689215,69.03333073907937,74.9318571650681,73.11307638843398,0,1,1,73.01587301587301,NaN,NaN,51.58730158730159,50.450916728689215,69.03333073907937,74.9318571650681,73.11307638843398,-3.3000000000000007,0,0,0,0,0
1759867200,121637.18,122292.62,121258.08,121332.95,0,44.07620774269873,66.46672132471053,73.76681712528342,70.61122578280094,0,1,1,78.57142857142857,NaN,NaN,58.968253968253975,44.07620774269873,66.46672132471053,73.76681712528342,70.61122578280094,-3,0,0,0,0,0
1759881600,121332.96,122229.66,121200,121374.75,0,38.33883591150384,63.71722573016485,72.58106345704218,68.22107816132902,0,1,1,82.93650793650794,NaN,NaN,67.06349206349208,38.33883591150384,63.71722573016485,72.58106345704218,68.22107816132902,-3.900000000000002,0,0,0,0,0
1759896000,121374.76,121910.24,121066.14,121597.06,0,33.89046833736053,60.99855226815218,71.38430062094008,67.80018143340587,0,1,1,85.31746031746032,NaN,NaN,75.95238095238096,33.89046833736053,60.99855226815218,71.38430062094008,67.80018143340587,-7.199999999999999,0,0,0,0,0
1759910400,121597.05,123200,121524.01,122884.14,0,32.35503615758415,59.062593339245,70.62446572960374,72.71436183045459,1,0,1,85.31746031746032,NaN,NaN,81.03174603174605,32.35503615758415,59.062593339245,70.62446572960374,72.71436183045459,-9.600000000000001,0,0,0,0,0
1759924800,122884.14,123350,121649.68,122189.72,0,32.719422621092164,57.1045279971011,69.98627258348121,74.41235425270115,1,0,1,84.92063492063492,NaN,NaN,83.41269841269842,32.719422621092164,57.1045279971011,69.98627258348121,74.41235425270115,-23.7,0,0,0,0,0
1759939200,122189.72,124197.25,122110.08,123450,0,35.484057031301504,55.7060707746545,69.62285133605099,75.82652669235216,1,0,1,81.34920634920636,NaN,NaN,83.96825396825398,35.484057031301504,55.7060707746545,69.62285133605099,75.82652669235216,-15.9,0,0,0,0,0
1759953600,123450.01,123737,122794.4,123306,0,39.842090740507025,54.82686831058601,69.41114430236306,79.16595290976534,1,0,1,74.20634920634922,NaN,NaN,82.22222222222224,39.842090740507025,54.82686831058601,69.41114430236306,79.16595290976534,-13.5,0,0,0,0,0
1759968000,123306.01,123348.32,121475.98,122038.01,0,42.53558684502484,53.642986548436575,68.94691226014102,73.95310321810831,1,0,1,69.04761904761905,NaN,NaN,78.96825396825399,42.53558684502484,53.642986548436575,68.94691226014102,73.95310321810831,-16.200000000000003,0,0,0,0,0
1759982400,122038.01,122264,121724.71,121906.1,0,43.65349068684106,52.335905712873085,68.29006940777434,68.78488794508894,1,0,1,57.936507936507944,NaN,NaN,73.49206349206351,43.65349068684106,52.335905712873085,68.29006940777434,68.78488794508894,-18,0,0,0,0,0
1759996800,121906.09,122833.02,121145.49,122737.57,0,44.67253601933383,51.24687164948491,67.81827090251724,71.36755576164262,0,1,1,53.96825396825397,NaN,NaN,67.30158730158732,44.67253601933383,51.24687164948491,67.81827090251724,71.36755576164262,-22.2,0,0,0,0,0
1760011200,122737.56,123762.94,120673.99,121147.14,0,43.594431263265896,50.05203910729188,67.10094255928595,68.3655122973381,1,0,1,35.714285714285715,NaN,NaN,58.17460317460319,43.594431263265896,50.05203910729188,67.10094255928595,68.3655122973381,-15.600000000000001,0,0,0,0,0
1760025600,121147.15,121481.9,119651.47,120951.72,0,40.72289050726441,48.86676200975906,66.22532803755317,61.564610366107104,0,1,1,42.06349206349206,NaN,NaN,51.74603174603177,40.72289050726441,48.86676200975906,66.22532803755317,61.564610366107104,-10.8,0,0,0,0,0
1760040000,120951.72,121900,120838,121662.4,0,38.893592908176586,48.32909087497051,65.44747675208232,62.17275875949288,0,1,1,41.66666666666667,NaN,NaN,46.26984126984129,38.893592908176586,48.32909087497051,65.44747675208232,62.17275875949288,-14.100000000000001,0,0,0,0,0
1760054400,121662.41,121874.13,120900,121026.01,0,37.717863845808516,47.78088741978384,64.53295384876256,60.608822030343276,0,1,1,45.63492063492063,NaN,NaN,43.80952380952382,37.717863845808516,47.78088741978384,64.53295384876256,60.608822030343276,-21,0,0,0,0,0
1760068800,121026,121754.34,120855.41,120932.05,0,36.45099953436168,47.0609508616388,63.51856215737825,56.99410512155836,0,1,1,51.19047619047619,NaN,NaN,43.25396825396827,36.45099953436168,47.0609508616388,63.51856215737825,56.99410512155836,-19.5,0,0,0,0,0
1760083200,120932.05,121777.07,120916.44,121554.55,0,36.352640426279876,46.41678761851429,62.639668271227734,58.315322629725515,0,1,1,51.98412698412699,NaN,NaN,46.50793650793652,36.352640426279876,46.41678761851429,62.639668271227734,58.315322629725515,-21.6,0,0,0,0,0
1760097600,121554.55,122550,118500,119018.98,0,35.66777967960721,45.16225034490501,61.37779846546065,43.674033235400096,0,1,1,71.42857142857143,NaN,NaN,52.38095238095239,35.66777967960721,45.16225034490501,61.37779846546065,43.674033235400096,-13.5,0,0,0,0,0
1760112000,119018.99,119456.28,115952.47,116661.5,0,33.3387707636022,42.74234797035767,59.6138008215174,16.958688393540168,0,1,1,91.26984126984127,NaN,NaN,62.30158730158731,33.3387707636022,42.74234797035767,59.6138008215174,16.958688393540168,-0.6000000000000014,0,0,0,0,0
1760126400,116661.5,117214.64,102000,112774.5,0,31.48720679429487,40.51642676839012,57.694107339983645,25.721345501928973,0,1,1,100,NaN,NaN,73.17460317460318,31.48720679429487,40.51642676839012,57.694107339983645,25.721345501928973,0,0,0,0,0,0
1760140800,112774.49,113322.39,111019.43,112300.01,0,30.282106673323803,38.70126001204919,55.678401203704176,43.54304177377917,0,1,-1,100,NaN,NaN,82.93650793650794,30.282106673323803,38.70126001204919,55.678401203704176,43.54304177377917,0,0,0,0,0,0
1760155200,112300,112991.16,110090.29,110384.61,0,28.568764030174123,36.78529092184205,53.45809443899945,38.60517702130156,0,1,-1,100,NaN,NaN,92.53968253968254,28.568764030174123,36.78529092184205,53.45809443899945,38.60517702130156,0,0,0,0,0,0
1760169600,110384.6,112359.67,110162.23,112280,0,27.87545172708949,35.305723899946656,51.495186878389745,38.56383341398195,0,1,-1,100,NaN,NaN,98.25396825396827,27.87545172708949,35.305723899946656,51.495186878389745,38.56383341398195,-0.3000000000000007,0,0,0,0,0
1760184000,112280.01,112500,111793.2,111793.2,1,29.26308339251724,34.56425713713937,49.89032749759089,41.47418782849159,0,1,-1,100,NaN,NaN,100.00000000000001,29.26308339251724,34.56425713713937,49.89032749759089,41.47418782849159,-1.2000000000000028,0,0,0,0,0
1760198400,111793.21,112185.53,110865.82,111178.31,1,31.257226338769783,34.092066992623174,48.539491153275954,39.19793401799943,0,1,-1,100,NaN,NaN,100.00000000000001,31.257226338769783,34.092066992623174,48.539491153275954,39.19793401799943,-1.5,0,0,0,0,0
1760212800,111178.3,111368.29,109561.59,110644.4,1,31.995274160747126,33.58302112760342,47.35718751475447,36.8243440085654,0,1,-1,100,NaN,NaN,100.00000000000001,31.995274160747126,33.58302112760342,47.35718751475447,36.8243440085654,-12.900000000000002,0,0,0,0,0
1760227200,110644.4,111368.14,109565.06,110676,1,32.37289594962808,33.3373761903222,46.36699658557883,35.78649756215279,0,1,-1,99.20634920634922,NaN,NaN,99.84126984126985,32.37289594962808,33.3373761903222,46.36699658557883,35.78649756215279,-16.5,0,0,0,0,0
1760241600,110676,112125.51,110617.1,111525.2,0,33.678290625809694,33.39863170522982,45.54875160084559,37.60636009724115,0,1,-1,98.01587301587301,NaN,NaN,99.44444444444446,33.678290625809694,33.39863170522982,45.54875160084559,37.60636009724115,-19.200000000000003,0,0,0,0,0
1760256000,111525.19,112133.33,111139.87,111848.36,0,35.719745375652025,33.5871734673572,44.80992709860727,40.02862853688258,0,1,-1,97.22222222222221,NaN,NaN,98.8888888888889,35.719745375652025,33.5871734673572,44.80992709860727,40.02862853688258,-21,0,0,0,0,0
1760270400,111848.35,113745.84,111177.75,113198.2,0,39.388954113637936,34.789871257356296,44.43853115782488,43.485292956958425,0,1,-1,96.03174603174604,NaN,NaN,98.09523809523812,39.388954113637936,34.789871257356296,44.43853115782488,43.485292956958425,-13.8,0,0,1,0,0
1760284800,113198.2,114700,113198.2,114342.28,0,44.577298887200065,36.95166367145394,44.27032372278535,48.63809901225761,0,1,-1,89.68253968253968,NaN,NaN,96.03174603174605,44.577298887200065,36.95166367145394,44.27032372278535,48.63809901225761,-3.900000000000002,0,0,0,0,0
1760299200,114342.28,115770,114217.75,114958.8,0,50.687317297909956,38.99273111549298,44.31117043120386,52.27575793514198,0,1,-1,83.33333333333334,NaN,NaN,92.85714285714289,50.687317297909956,38.99273111549298,44.31117043120386,52.27575793514198,-2.400000000000002,0,0,0,0,0
1760313600,114958.81,115963.81,114619.45,114821.12,0,56.32301286837441,40.84821435401686,44.486324829951535,53.26511190460349,0,1,-1,87.6984126984127,NaN,NaN,90.79365079365081,56.32301286837441,40.84821435401686,44.486324829951535,53.26511190460349,-2.6999999999999993,0,0,0,0,0
1760328000,114821.13,115554.83,114398.24,115399.67,0,61.783623235095945,42.89204663740257,44.8261688735992,54.17601426137505,0,1,-1,90.87301587301587,NaN,NaN,89.52380952380955,61.783623235095945,42.89204663740257,44.8261688735992,54.17601426137505,-3.6000000000000014,0,0,0,0,0
1760342400,115399.66,115438.17,113616.5,114180,0,64.58293491616394,44.422234267852986,44.96756453190979,52.85136590931348,0,1,-1,88.88888888888889,NaN,NaN,88.09523809523812,64.58293491616394,44.422234267852986,44.96756453190979,52.85136590931348,-7.199999999999999,0,0,0,0,0
1760356800,114180,115530,113800.01,114312.1,0,65.4072040501291,45.63409162752978,45.10972205366058,50.604286098589114,0,1,-1,90.07936507936508,NaN,NaN,88.1746031746032,65.4072040501291,45.63409162752978,45.10972205366058,50.604286098589114,-19.5,0,0,0,0,0
1760371200,114312.09,115891.3,114215.79,115792.84,0,66.8191825330434,47.031803690164594,45.41564955987698,53.9366510975581,0,1,-1,91.66666666666666,NaN,NaN,89.84126984126985,66.8191825330434,47.031803690164594,45.41564955987698,53.9366510975581,-23.1,0,0,0,0,0
1760385600,115792.84,115868,115005.44,115166,0,67.29668878671765,48.445324266547836,45.640531881687885,55.700934270482634,0,1,-1,90.87301587301587,NaN,NaN,90.4761904761905,67.29668878671765,48.445324266547836,45.640531881687885,55.700934270482634,-24.6,0,0,0,0,0
1760400000,115166,115409.96,113279.76,113500,0,64.84618283921004,49.440947396634826,45.6644960452754,50.9635891127261,0,1,-1,85.71428571428571,NaN,NaN,89.44444444444446,64.84618283921004,49.440947396634826,45.6644960452754,50.9635891127261,-16.5,0,0,0,0,0
1760414400,113500,113691,111355.01,111724.41,0,60.0540314682361,49.6447151980835,45.45913882811213,43.852757252900155,0,1,-1,81.74603174603175,NaN,NaN,88.01587301587304,60.0540314682361,49.6447151980835,45.45913882811213,43.852757252900155,-4.800000000000001,0,0,0,0,0
1760428800,111724.41,112140,110012.24,111313.98,0,54.869650971612984,49.284282444676755,45.02066681300278,39.33611794891078,0,1,-1,82.53968253968253,NaN,NaN,86.50793650793652,54.869650971612984,49.284282444676755,45.02066681300278,39.33611794891078,-3.3000000000000007,0,0,0,0,0
1760443200,111313.98,112943.82,109866,112900.43,0,50.95561141826987,48.859553900121966,44.7614388270079,41.765948487642135,0,1,-1,78.17460317460318,NaN,NaN,83.80952380952382,50.95561141826987,48.859553900121966,44.7614388270079,41.765948487642135,-3.3000000000000007,0,0,0,0,0
1760457600,112900.44,113544.53,111692.31,112613.7,0,46.793749732190655,48.320229311678304,44.716566628992325,44.451361446435314,0,1,-1,79.36507936507937,NaN,NaN,81.50793650793653,46.793749732190655,48.320229311678304,44.716566628992325,44.451361446435314,-3.6000000000000014,0,0,0,0,0
1760472000,112613.69,113577,112230.46,113028.14,0,44.22664931781766,47.92430853752408,44.71610065474552,44.71522911713939,0,1,-1,80.55555555555556,NaN,NaN,80.47619047619051,44.22664931781766,47.92430853752408,44.71610065474552,44.71522911713939,-7.5,0,0,0,1,0
1760486400,113028.13,113612.35,111825.93,112024.29,0,42.877335036048905,47.417300769607664,44.70377781413509,43.497421241564425,0,1,-1,81.74603174603175,NaN,NaN,80.4761904761905,42.877335036048905,47.417300769607664,44.70377781413509,43.497421241564425,-18,0,0,0,0,0
1760500800,112024.3,112680,111746.76,112584.5,0,43.869250422326616,47.02730851438441,44.86112069249194,42.580795656793086,0,1,-1,80.95238095238095,NaN,NaN,80.15873015873018,43.869250422326616,47.02730851438441,44.86112069249194,42.580795656793086,-22.8,0,0,0,0,0
1760515200,112584.49,113520.88,111693.26,111905.73,0,44.389931644595215,46.432582098726456,44.87500186652875,42.335833233813894,0,1,-1,76.19047619047619,NaN,NaN,79.76190476190477,44.389931644595215,46.432582098726456,44.87500186652875,42.335833233813894,-24.6,0,0,0,0,0
1760529600,111905.72,112238.41,110400,110798.01,0,42.64837143530217,45.47292451447767,44.76273371104661,38.64468175753099,0,1,-1,83.33333333333334,NaN,NaN,80.55555555555557,42.64837143530217,45.47292451447767,44.76273371104661,38.64468175753099,-18.9,0,0,0,0,0
1760544000,110798.01,111557.7,110164,111271.73,0,40.84321438846403,44.34747136252527,44.67240647373731,37.33474437419083,0,1,-1,83.33333333333334,NaN,NaN,81.11111111111111,40.84321438846403,44.34747136252527,44.67240647373731,37.33474437419083,-17.700000000000003,0,0,0,0,0
1760558400,111271.73,111556.27,110500,110763.28,0,38.0594991553903,43.07904528796921,44.59022331293905,37.77509925857015,0,1,-1,69.04761904761905,NaN,NaN,78.57142857142858,38.0594991553903,43.07904528796921,44.59022331293905,37.77509925857015,-15,0,0,0,0,0
1760572800,110763.28,111867.17,110361,111329.48,0,36.27917552587902,42.04984265771671,44.56150732993629,38.7893158140225,0,1,-1,50.79365079365079,NaN,NaN,72.53968253968256,36.27917552587902,42.04984265771671,44.56150732993629,38.7893158140225,-21.9,0,0,0,0,0
1760587200,111329.48,111773.7,110553.19,110584.2,0,33.49838890914451,41.04677483914429,44.4575021683889,38.7306062440543,0,1,-1,46.82539682539682,NaN,NaN,66.66666666666669,33.49838890914451,41.04677483914429,44.4575021683889,38.7306062440543,-20.4,0,0,0,0,0
1760601600,110584.21,111728.7,109635.15,111404.72,0,33.14384805546536,40.62011629959716,44.47033137954143,38.89328029058203,0,1,-1,46.82539682539682,NaN,NaN,59.365079365079374,33.14384805546536,40.62011629959716,44.47033137954143,38.89328029058203,-29.1,0,0,0,0,0
1760616000,111404.73,111982.45,108361.69,108549.21,0,31.72170933701087,39.37145106460994,44.14677683139453,34.49349217331144,0,1,-1,69.44444444444444,NaN,NaN,56.5873015873016,31.72170933701087,39.37145106460994,44.14677683139453,34.49349217331144,-11.7,0,0,0,0,0
1760630400,108549.21,109254,107577.57,108197.66,0,29.784118385100676,37.858069941673044,43.608567365634165,28.120264761948345,0,1,-1,82.53968253968253,NaN,NaN,59.28571428571429,29.784118385100676,37.858069941673044,43.608567365634165,28.120264761948345,-5.699999999999999,0,0,0,0,0
1760644800,108197.67,108500,107427,108194.28,0,27.88519164355741,36.08945710793998,42.9105120905722,27.913232495016285,0,1,-1,85.71428571428571,NaN,NaN,66.26984126984128,27.88519164355741,36.08945710793998,42.9105120905722,27.913232495016285,-5.100000000000001,0,0,0,0,0
1760659200,108194.27,109240,107934.4,109176.74,0,27.337983065952606,34.80365111768612,42.29992577833461,30.11864082262444,0,1,-1,83.73015873015873,NaN,NaN,73.65079365079366,27.337983065952606,34.80365111768612,42.29992577833461,30.11864082262444,-5.400000000000002,0,0,0,0,0
1760673600,109176.74,109236.01,105542.09,105633.75,0,25.624930432135653,32.88768898205453,41.342665100828185,24.350966899052825,0,1,-1,92.85714285714286,NaN,NaN,82.85714285714286,25.624930432135653,32.88768898205453,41.342665100828185,24.350966899052825,-1.8000000000000007,0,0,0,0,0
